player,nation,position,team,age,birth_year,matches_played,Starts,minutes,90s,goals,assists,G+A,G-PK,PK,PKatt,yellow_cards,red_cards,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,#ERROR!,#ERROR!.1,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,market_value_eur,age_tm,nationality_tm,age_num,pos_group,cluster_kmeans,cluster_dbscan,pca_x,pca_y,cluster_label
Pablo Ferreira,ar ARG,MF,Platense,21-238,2004.0,4,4,313,3.477777777777778,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4377,0.0,0.0,1.44,0.0,0.0,0.0,78.0,21.7,78.0,2,0,,0,0.5,1.0,3.0,-2.0,-0.58,-0.34,0,1.1502,0.0,0,0.2875,1.7252,2.3003,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,350000.0,21.0,Argentina,21.0,Mediocampista,2,0,3.0086,-0.4986,Mediocampista mixto
Jose Florentín,py PAR,MF,Ind. Rivadavia,29-348,1996.0,15,14,1284,14.266666666666667,0.2103,0.0,3,3,0,0,2,0,0.21,0.0,0.21,0.21,0.21,1.6121,0.6308,39.1,1.61,0.63,0.13,0.33,86.0,89.2,89.0,10,1,37.0,1,2.06,25.0,13.0,12.0,0.84,-0.31,0,1.7523,1.2617,3,0.0701,1.8925,1.2617,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2200000.0,29.0,Paraguay,29.0,Mediocampista,2,0,1.7173,1.8162,Mediocampista mixto
Franco Fragapane,ar ARG,MF,Unión,33-132,1993.0,6,3,191,2.1222222222222222,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.8848,0.9424,50.0,1.88,0.94,0.0,0.0,32.0,13.3,54.0,0,3,10.0,10,0.86,1.0,1.0,0.0,0.0,-0.29,0,1.8848,1.8848,0,4.712,0.4712,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,450000.0,33.0,Argentina,33.0,Mediocampista,3,0,-1.1305,-1.9181,Mediocampista ofensivo
Joaquín Freitas,ar ARG,"FW,MF",River Plate,19-198,2006.0,10,3,449,4.988888888888889,0.2004,0.2004,2,1,0,0,1,0,0.2,0.2,0.4,0.2,0.4,2.2049,0.8018,36.4,2.2,0.8,0.09,0.25,45.0,31.2,76.0,0,7,31.0,2,1.86,9.0,3.0,6.0,1.2,0.84,0,2.4053,1.2027,5,1.4031,0.0,0.6013,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1000000.0,19.0,Argentina,19.0,Mediocampista,1,0,-1.2588,-0.6635,Mediocampista creador
Matías Galarza,ar ARG,MF,Talleres–C,24-106,2002.0,16,14,1279,14.21111111111111,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.5629,0.0704,12.5,0.56,0.07,0.0,0.0,80.0,88.8,88.0,10,2,27.0,0,1.53,15.0,12.0,3.0,0.21,-0.35,0,0.9148,2.7443,0,0.4222,0.9148,1.5481,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,5500000.0,24.0,Argentina,24.0,Mediocampista,4,-1,0.3984,2.6093,Mediocampista — alto market_value_eur
Facundo Gallardo,ar ARG,MF,Estudiantes–RC,20-156,2006.0,4,2,157,1.7444444444444445,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1465,1.1465,100.0,1.15,1.15,0.0,0.0,39.0,10.9,63.0,0,2,16.0,0,0.0,1.0,3.0,-2.0,-1.15,0.05,0,0.0,2.293,0,5.1592,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,20.0,Mediocampista,3,0,-1.751,-2.3128,Mediocampista ofensivo
Giuliano Galoppo,ar ARG,MF,River Plate,27-000,1999.0,9,2,335,3.7222222222222223,0.2687,0.0,1,1,0,0,1,0,0.27,0.0,0.27,0.27,0.27,3.2239,0.806,25.0,3.22,0.81,0.08,0.33,37.0,23.3,78.0,1,7,26.0,3,1.4,2.0,1.0,1.0,0.27,-0.46,0,1.8806,2.1493,0,0.806,0.5373,0.2687,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3500000.0,26.0,Argentina,27.0,Mediocampista,1,0,-0.8498,-0.2877,Mediocampista creador
Tomás Galván,ar ARG,MF,River Plate,26-068,2000.0,16,16,1139,12.655555555555555,0.158,0.079,3,2,0,0,0,0,0.16,0.08,0.24,0.16,0.24,1.3433,0.4741,35.3,1.34,0.47,0.12,0.33,71.0,79.1,71.0,3,0,,0,1.8,14.0,12.0,2.0,0.16,-2.23,0,1.0272,2.6866,0,1.5803,0.7902,1.2643,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,4000000.0,26.0,Argentina,26.0,Mediocampista,4,-1,-0.4361,1.7521,Mediocampista — alto market_value_eur
Franco García,ar ARG,"MF,FW",Newell's,29-014,1997.0,8,2,224,2.488888888888889,0.4018,0.0,1,1,0,0,0,0,0.4,0.0,0.4,0.4,0.4,1.6071,0.4018,25.0,1.61,0.4,0.25,1.0,28.0,15.6,56.0,0,6,19.0,4,0.75,6.0,3.0,3.0,1.21,2.32,0,0.4018,0.8036,1,7.6339,0.0,0.8036,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,350000.0,29.0,Argentina,29.0,Mediocampista,1,-1,-1.926,-1.6841,Mediocampista creador
Martín García,,"MF,FW",Aldosivi,,,8,5,397,4.411111111111111,0.0,0.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2.267,0.9068,40.0,2.27,0.91,0.0,0.0,50.0,27.6,61.0,0,3,30.0,6,0.5,1.0,2.0,-1.0,-0.23,0.81,0,3.1738,2.4937,1,1.3602,0.6801,1.8136,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,0.0,Mediocampista,3,0,0.7732,-1.1765,Mediocampista ofensivo
Matías García,ar ARG,MF,Dep. Riestra,30-219,1995.0,10,6,525,5.833333333333333,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.3429,0.0,0.0,0.34,0.0,0.0,0.0,53.0,36.5,76.0,2,4,18.0,3,0.6,1.0,8.0,-7.0,-1.2,-1.2,0,2.2286,1.0286,0,1.8857,1.7143,1.7143,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,300000.0,30.0,Argentina,30.0,Mediocampista,2,0,1.9984,-0.4424,Mediocampista mixto
Martín Garnerone,ar ARG,"MF,FW",Estudiantes–RC,27-263,1998.0,16,13,967,10.744444444444444,0.0931,0.0,1,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09,1.6753,0.3723,22.2,1.68,0.37,0.06,0.25,60.0,67.2,67.0,1,3,31.0,0,0.31,3.0,15.0,-12.0,-1.12,0.22,0,1.0238,1.1169,3,4.0021,0.4654,0.7446,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,27.0,Mediocampista,3,0,-0.3658,-0.1424,Mediocampista ofensivo
Juan Gauto,ar ARG,MF,Platense,22-016,2004.0,16,12,998,11.088888888888889,0.0,0.0902,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09,1.8938,0.5411,28.6,1.89,0.54,0.0,0.0,62.0,69.3,79.0,3,4,14.0,0,1.0,7.0,8.0,-1.0,-0.09,0.72,0,0.992,0.7214,3,5.3206,0.5411,0.6313,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,22.0,Mediocampista,3,0,-0.6688,-0.0144,Mediocampista ofensivo
Laurtaro Giaccone,ar ARG,"MF,FW",Arg Juniors,25-137,2001.0,10,3,358,3.977777777777778,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.7598,0.7542,42.9,1.76,0.75,0.0,0.0,36.0,24.9,76.0,1,7,19.0,3,2.09,2.0,1.0,1.0,0.25,0.0,0,0.5028,1.0056,1,3.2682,1.7598,0.2514,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,25.0,Mediocampista,2,0,0.8742,-1.2634,Mediocampista mixto
Leonardo Gil,ar ARG,MF,Huracán,35-018,1991.0,16,13,1195,13.277777777777779,0.0,0.0753,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,0.8285,0.3013,36.4,0.83,0.3,0.0,0.0,75.0,83.0,86.0,7,3,28.0,0,1.39,14.0,12.0,2.0,0.15,-0.58,0,0.9791,2.7113,1,3.3891,0.6778,0.9791,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,375000.0,35.0,Chile,35.0,Mediocampista,3,0,-0.4988,0.376,Mediocampista ofensivo
Federico Gino,uy URU,MF,Aldosivi,33-112,1993.0,13,12,1026,11.4,0.1754,0.0,2,1,1,1,6,0,0.18,0.0,0.18,0.09,0.09,1.4035,0.2632,18.8,1.4,0.26,0.06,0.33,79.0,71.3,83.0,8,1,33.0,2,0.54,2.0,13.0,-11.0,-0.96,-0.53,0,1.8421,0.8772,1,0.4386,0.7018,0.9649,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,33.0,Mediocampista,2,0,0.703,0.2729,Mediocampista mixto
Dilan Godoy,ar ARG,"MF,FW",Vélez Sarsfield,20-133,2006.0,11,5,479,5.322222222222222,0.0,0.5637,3,0,0,0,1,0,0.0,0.56,0.56,0.0,0.56,3.7578,1.1273,30.0,3.76,1.13,0.0,0.0,44.0,33.3,67.0,0,6,24.0,5,1.25,7.0,4.0,3.0,0.56,0.28,0,1.5031,1.3152,0,1.3152,0.3758,1.1273,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,700000.0,20.0,Argentina,20.0,Mediocampista,0,-1,-1.3894,-0.2414,Mediocampista defensivo
Lautaro Godoy,py PAR,"MF,FW",Atlé Tucumán,23-095,2003.0,13,3,444,4.933333333333334,0.0,0.0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,3.0405,1.0135,33.3,3.04,1.01,0.0,0.0,34.0,30.8,79.0,2,10,21.0,2,0.69,6.0,8.0,-2.0,-0.41,-0.13,1,2.6351,0.8108,0,4.8649,1.6216,2.8378,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,300000.0,23.0,Argentina,23.0,Mediocampista,2,-1,2.0486,-0.4768,Mediocampista mixto
Jonatan Goitía,ar ARG,MF,Dep. Riestra,31-320,1994.0,13,9,785,8.722222222222221,0.0,0.0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,1.7197,0.2293,13.3,1.72,0.23,0.0,0.0,60.0,54.5,78.0,3,4,20.0,0,0.77,4.0,2.0,2.0,0.23,1.47,0,2.5223,1.2611,0,0.9172,1.0318,2.6369,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,31.0,Mediocampista,2,0,2.0902,0.0823,Mediocampista mixto
Iván Gómez,ar ARG,MF,Platense,29-110,1997.0,6,5,459,5.1,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7843,0.1961,25.0,0.78,0.2,0.0,0.0,77.0,31.9,87.0,4,1,26.0,3,0.5,5.0,8.0,-3.0,-0.59,-0.4,0,1.5686,0.1961,0,0.9804,1.7647,1.1765,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1000000.0,29.0,Argentina,29.0,Mediocampista,2,0,2.0761,-0.262,Mediocampista mixto
Lautaro Gómez,ar ARG,MF,Banfield,22-314,2003.0,16,8,692,7.688888888888889,0.3902,0.0,3,3,0,0,2,0,0.39,0.0,0.39,0.39,0.39,1.3006,0.5202,40.0,1.3,0.52,0.3,0.75,43.0,48.1,63.0,0,8,23.0,0,1.13,8.0,10.0,-2.0,-0.26,-0.26,0,1.0405,2.4711,0,2.341,0.6503,1.6908,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,400000.0,22.0,Argentina,22.0,Mediocampista,1,-1,-0.1174,-0.4365,Mediocampista creador
Lucas Gómez,ar ARG,MF,Arg Juniors,22-001,2004.0,8,1,226,2.511111111111111,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3982,0.0,0.0,0.4,0.0,0.0,0.0,28.0,15.7,90.0,1,7,19.0,8,2.0,2.0,2.0,0.0,0.0,-0.3,0,1.5929,1.5929,0,1.1947,0.7965,0.7965,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,150000.0,21.0,Argentina,22.0,Mediocampista,3,0,0.5353,-1.5261,Mediocampista ofensivo
Francisco González,ar ARG,"MF,FW",Belgrano,29-081,1997.0,10,5,442,4.911111111111111,0.4072,0.0,2,2,0,0,0,0,0.41,0.0,0.41,0.41,0.41,2.2398,0.6109,27.3,2.24,0.61,0.18,0.67,44.0,30.7,74.0,2,5,14.0,6,2.0,7.0,4.0,3.0,0.61,0.52,0,1.2217,1.4253,1,1.629,0.8145,2.2398,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,29.0,Mediocampista,1,0,0.8575,-0.7498,Mediocampista creador
Lucas González,ar ARG,MF,C. Córdoba–SdE,26-015,2000.0,14,11,888,9.866666666666667,0.0,0.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.4189,0.1014,7.1,1.42,0.1,0.0,0.0,63.0,61.7,72.0,2,3,33.0,2,1.14,8.0,6.0,2.0,0.2,2.16,0,1.5203,1.5203,0,0.4054,0.3041,1.1149,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1300000.0,26.0,Argentina,26.0,Mediocampista,3,0,0.3414,0.2942,Mediocampista ofensivo
Tomás González,ar ARG,MF,Estudiantes–RC,27-229,1998.0,15,14,1134,12.6,0.0,0.0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,1.1111,0.0794,7.1,1.11,0.08,0.0,0.0,76.0,78.8,79.0,9,1,30.0,0,0.33,4.0,16.0,-12.0,-0.95,1.11,0,2.3016,1.5873,4,1.4286,0.7143,1.5873,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,150000.0,23.0,Argentina,27.0,Mediocampista,2,0,0.9166,0.5047,Mediocampista mixto
Iván Guaraz,ar ARG,MF,Barracas Central,21-038,2005.0,10,5,455,5.055555555555555,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.7912,0.0,0.0,0.79,0.0,0.0,0.0,46.0,31.6,69.0,1,5,22.0,6,1.3,3.0,3.0,0.0,0.0,0.0,0,0.989,0.989,0,0.1978,0.989,1.1868,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,250000.0,21.0,Argentina,21.0,Mediocampista,2,0,1.3458,-0.7581,Mediocampista mixto
Facundo Guch,ar ARG,MF,Newell's,19-149,2007.0,14,13,929,10.322222222222223,0.0969,0.0969,2,1,0,0,3,0,0.1,0.1,0.19,0.1,0.19,1.8407,0.4844,26.3,1.84,0.48,0.05,0.2,66.0,64.5,70.0,1,1,17.0,1,1.07,7.0,14.0,-7.0,-0.68,0.2,0,0.8719,1.5501,0,4.4564,0.2906,1.3563,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1700000.0,19.0,Argentina,19.0,Mediocampista,3,0,-0.8559,0.4941,Mediocampista ofensivo
Nicolás Guerra,cl CHI,"FW,MF",Instituto,27-160,1999.0,13,5,461,5.122222222222222,0.1952,0.0,1,1,0,0,4,0,0.2,0.0,0.2,0.2,0.2,2.538,0.5857,23.1,2.54,0.59,0.08,0.33,35.0,32.0,60.0,0,8,20.0,2,1.46,5.0,4.0,1.0,0.2,0.29,0,3.5141,1.3666,1,0.3905,0.3905,0.3905,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,400000.0,27.0,Chile,27.0,Mediocampista,3,0,-0.1671,-1.004,Mediocampista ofensivo
Adrián Guillermo Sánchez,ar ARG,MF,Belgrano,27-035,1999.0,15,15,1294,14.377777777777778,0.0,0.0696,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,0.1391,0.0,0.0,0.14,0.0,0.0,0.0,86.0,89.9,86.0,13,0,,0,1.74,14.0,13.0,1.0,0.07,-1.78,0,1.1824,1.1824,0,0.6955,1.5997,1.5997,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,27.0,Mediocampista,2,0,1.8503,1.0914,Mediocampista mixto
Facundo Gulli,ar ARG,"MF,FW",CA San Lorenzo,20-266,2005.0,15,12,831,9.233333333333333,0.0,0.2166,2,0,0,0,3,0,0.0,0.22,0.22,0.0,0.22,1.4079,0.6498,46.2,1.41,0.65,0.0,0.0,55.0,57.7,65.0,1,3,15.0,1,1.38,7.0,9.0,-2.0,-0.22,-0.51,0,0.8664,0.5415,1,4.3321,0.3249,0.6498,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2500000.0,20.0,Argentina,20.0,Mediocampista,0,0,-1.2529,0.6956,Mediocampista defensivo
Juan Gutierrez,uy URU,"MF,FW",Defensa,24-134,2002.0,16,15,1307,14.522222222222222,0.2066,0.2066,6,3,0,0,1,0,0.21,0.21,0.41,0.21,0.41,1.9281,0.7575,39.3,1.93,0.76,0.11,0.27,82.0,90.8,86.0,9,1,22.0,0,1.19,16.0,20.0,-4.0,-0.28,-0.95,0,0.7575,1.5838,5,0.8952,0.3443,0.482,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2000000.0,24.0,Uruguay,24.0,Mediocampista,0,-1,-1.1289,1.4716,Mediocampista defensivo
Maximiliano Gutiérrez,cl CHI,"MF,FW",Independiente,22-046,2004.0,7,4,361,4.011111111111111,0.4986,0.2493,3,2,0,0,0,0,0.5,0.25,0.75,0.5,0.75,2.7424,0.7479,27.3,2.74,0.75,0.18,0.67,52.0,25.1,81.0,1,3,12.0,3,1.38,6.0,5.0,1.0,0.25,0.0,0,0.4986,0.7479,1,4.2382,0.7479,0.2493,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3000000.0,22.0,Chile,22.0,Mediocampista,1,-1,-2.0013,-0.0444,Mediocampista creador
Natanael Guzmán,ar ARG,"FW,MF",Aldosivi,26-311,1999.0,11,5,428,4.7555555555555555,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2617,0.6308,50.0,1.26,0.63,0.0,0.0,39.0,29.7,57.0,0,6,24.0,4,0.45,1.0,4.0,-3.0,-0.63,0.26,0,1.0514,0.8411,0,5.8879,0.6308,1.472,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,26.0,Mediocampista,3,0,0.0552,-1.1259,Mediocampista ofensivo
Ezequiel Ham,sy SYR,MF,Atlé Tucumán,32-100,1994.0,15,9,744,8.266666666666667,0.0,0.121,1,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,1.4516,0.121,8.3,1.45,0.12,0.0,0.0,50.0,51.7,69.0,1,6,20.0,1,0.73,9.0,13.0,-4.0,-0.48,-0.35,0,0.3629,0.121,0,2.7823,0.9677,0.7258,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,600000.0,32.0,Syria,32.0,Mediocampista,2,0,0.35,0.0016,Mediocampista mixto
Agustin Hausch,ar ARG,"MF,FW",Defensa,23-028,2003.0,14,8,658,7.311111111111111,0.1368,0.0,1,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,1.6413,0.9574,58.3,1.64,0.96,0.08,0.14,47.0,45.7,65.0,0,6,23.0,2,1.07,7.0,11.0,-4.0,-0.55,-0.66,0,0.5471,1.3678,1,4.1033,0.9574,0.5471,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,400000.0,23.0,Argentina,23.0,Mediocampista,3,0,-0.222,-0.6403,Mediocampista ofensivo
Ramiro Hernandes,ar ARG,MF,Belgrano,21-218,2004.0,15,4,553,6.144444444444445,0.1627,0.0,1,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,1.953,0.3255,16.7,1.95,0.33,0.08,0.5,37.0,38.4,64.0,0,11,27.0,1,1.78,9.0,4.0,5.0,0.81,0.92,0,1.6275,0.9765,0,2.1157,0.8137,1.1392,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,300000.0,21.0,Argentina,21.0,Mediocampista,3,0,0.5165,-0.6348,Mediocampista ofensivo
Ander Herrera,es ESP,MF,Boca Juniors,36-308,1989.0,9,5,466,5.177777777777778,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.3519,0.1931,14.3,1.35,0.19,0.0,0.0,52.0,32.4,69.0,0,4,30.0,2,2.0,8.0,1.0,7.0,1.35,0.8,0,0.7725,1.3519,0,0.9657,0.9657,1.1588,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,400000.0,36.0,Spain,36.0,Mediocampista,2,0,1.0211,-0.7836,Mediocampista mixto
Rodrigo Herrera,ar ARG,MF,Newell's,25-320,2000.0,14,13,1061,11.78888888888889,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5938,0.0848,14.3,0.59,0.08,0.0,0.0,76.0,73.7,80.0,7,1,26.0,2,0.86,12.0,21.0,-9.0,-0.76,-0.05,0,2.0358,0.8483,0,0.9331,1.0179,1.6117,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1500000.0,25.0,Argentina,25.0,Mediocampista,2,0,1.4059,1.0345,Mediocampista mixto
Marco Iacobellis,ar ARG,"MF,FW",C. Córdoba–SdE,26-173,1999.0,12,5,441,4.9,0.0,0.2041,1,0,0,0,3,0,0.0,0.2,0.2,0.0,0.2,2.449,0.4082,16.7,2.45,0.41,0.0,0.0,37.0,30.6,63.0,0,7,18.0,4,1.08,2.0,7.0,-5.0,-1.02,-0.57,0,1.8367,2.2449,0,5.102,1.0204,0.6122,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,175000.0,26.0,Argentina,26.0,Mediocampista,3,2,-1.0075,-1.1631,Mediocampista ofensivo
Franco Ibarra,ar ARG,MF,Rosario Central,25-051,2001.0,14,13,1190,13.222222222222221,0.0,0.0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.6807,0.0756,11.1,0.68,0.08,0.0,0.0,85.0,82.6,89.0,11,1,31.0,1,1.76,17.0,12.0,5.0,0.38,0.74,0,1.8151,3.5546,0,0.7563,1.8908,3.0252,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,6000000.0,25.0,Argentina,25.0,Mediocampista,4,-1,1.8888,2.9392,Mediocampista — alto market_value_eur
Juan Ignacio Méndez,ar ARG,MF,Instituto,29-051,1997.0,14,6,571,6.344444444444444,0.0,0.1576,1,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16,0.6305,0.0,0.0,0.63,0.0,0.0,0.0,41.0,39.7,75.0,1,8,16.0,2,1.5,5.0,8.0,-3.0,-0.47,-0.78,0,0.7881,0.6305,1,0.3152,1.1033,0.7881,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,400000.0,29.0,Argentina,29.0,Mediocampista,2,0,0.7904,-0.3336,Mediocampista mixto
Manuel Insaurralde,ar ARG,MF,CA San Lorenzo,27-138,1999.0,7,6,483,5.366666666666666,0.1863,0.0,1,1,0,0,1,0,0.19,0.0,0.19,0.19,0.19,0.559,0.3727,66.7,0.56,0.37,0.33,0.5,69.0,33.5,79.0,3,1,7.0,4,1.5,4.0,2.0,2.0,0.37,0.56,0,1.118,1.4907,0,0.3727,1.4907,1.3043,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1000000.0,27.0,Argentina,27.0,Mediocampista,2,0,1.3733,-0.3852,Mediocampista mixto
Facundo Jainikoski,ar ARG,"FW,MF",Arg Juniors,18-095,2008.0,14,3,503,5.588888888888889,0.0,0.3579,2,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36,2.8628,0.8946,31.3,2.86,0.89,0.0,0.0,36.0,34.9,81.0,1,11,24.0,2,1.76,7.0,3.0,4.0,0.72,0.72,0,1.4314,3.0417,2,5.0099,0.5368,1.0736,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1200000.0,18.0,Argentina,18.0,Mediocampista,0,2,-1.9787,-0.6279,Mediocampista defensivo
Lucas Janson,ar ARG,"FW,MF",Boca Juniors,31-306,1994.0,3,3,182,2.022222222222222,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.989,0.989,100.0,0.99,0.99,0.0,0.0,61.0,12.6,61.0,0,0,,6,1.67,1.0,1.0,0.0,0.0,-0.93,0,3.4615,2.967,1,0.4945,0.0,0.4945,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,200000.0,31.0,Argentina,31.0,Mediocampista,3,0,-0.6839,-1.9863,Mediocampista ofensivo
Fernando Juárez,ar ARG,MF,C. Córdoba–SdE,27-299,1998.0,4,3,315,3.5,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,21.9,90.0,3,1,45.0,0,1.0,1.0,2.0,-1.0,-0.29,0.43,0,1.7143,2.5714,0,0.2857,1.7143,1.1429,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,600000.0,27.0,Argentina,27.0,Mediocampista,2,0,1.4835,-1.073,Mediocampista mixto
Agustín Ladstatter,ar ARG,MF,CA San Lorenzo,21-013,2005.0,11,4,412,4.5777777777777775,0.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.966,0.4369,22.2,1.97,0.44,0.0,0.0,37.0,28.6,64.0,0,7,23.0,3,1.0,6.0,5.0,1.0,0.22,0.31,0,1.3107,0.8738,2,3.932,0.0,0.6553,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,400000.0,20.0,Argentina,21.0,Mediocampista,3,0,-0.6985,-1.2153,Mediocampista ofensivo
Nicolás Laméndola,ar ARG,"MF,FW",Atlé Tucumán,27-188,1998.0,15,13,1113,12.366666666666667,0.0809,0.0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08,1.2129,0.3235,26.7,1.21,0.32,0.07,0.25,74.0,77.3,82.0,2,2,25.0,1,0.93,11.0,13.0,-2.0,-0.16,0.66,0,1.3747,1.8598,3,5.8221,0.566,1.5364,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,800000.0,27.0,Argentina,27.0,Mediocampista,3,0,-0.4429,0.4346,Mediocampista ofensivo
