player,nation,position,team,age,birth_year,matches_played,Starts,minutes,90s,goals,assists,G+A,G-PK,PK,PKatt,yellow_cards,red_cards,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,#ERROR!,#ERROR!.1,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,market_value_eur,age_tm,nationality_tm,age_num,pos_group,cluster_kmeans,cluster_dbscan,pca_x,pca_y,cluster_label
Bruno Cabrera,ar ARG,MF,Lanús,22-362,2003.0,8,2,303,3.3666666666666667,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0792,0.297,14.3,2.08,0.3,0.0,0.0,38.0,21.0,72.0,0,6,27.0,8,2.0,2.0,3.0,-1.0,-0.3,-0.61,0,3.2673,2.3762,3,1.1881,0.8911,0.5941,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,700000.0,29.0,Argentina,22.0,Mediocampista,3,0,0.2115,-1.3236,Mediocampista ofensivo
Elías Cabrera,ar ARG,MF,Tigre,23-113,2003.0,10,7,555,6.166666666666667,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.9459,0.3243,16.7,1.95,0.32,0.0,0.0,56.0,38.5,67.0,0,3,28.0,2,1.3,10.0,4.0,6.0,0.97,1.28,0,1.1351,1.7838,0,3.4054,0.8108,0.973,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1800000.0,23.0,Argentina,23.0,Mediocampista,3,0,-0.028,-0.3383,Mediocampista ofensivo
Mateo Caceres,ar ARG,MF,Talleres–C,23-266,2002.0,14,7,647,7.188888888888889,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.6955,0.4173,60.0,0.7,0.42,0.0,0.0,46.0,44.9,66.0,0,7,26.0,1,1.53,11.0,5.0,6.0,0.83,1.06,0,0.8346,0.6955,0,1.1128,0.9737,1.2519,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,700000.0,23.0,Argentina,23.0,Mediocampista,2,0,1.2235,-0.1795,Mediocampista mixto
Jaminton Campaz,co COL,"MF,FW",Rosario Central,26-025,2000.0,11,8,729,8.1,0.1235,0.4938,5,1,0,0,0,0,0.12,0.49,0.62,0.12,0.62,3.9506,1.8519,46.9,3.95,1.85,0.03,0.07,66.0,50.6,81.0,3,3,27.0,0,1.83,13.0,9.0,4.0,0.49,0.49,0,1.1111,1.7284,3,9.1358,0.2469,1.2346,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,5500000.0,26.0,Colombia,26.0,Mediocampista,0,-1,-3.6642,1.5479,Mediocampista defensivo
Mauricio Cardillo,ar ARG,MF,CA San Lorenzo,23-099,2003.0,7,2,225,2.5,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,32.0,15.6,72.0,0,5,16.0,3,1.0,3.0,2.0,1.0,0.4,0.47,0,0.4,0.8,0,1.2,1.2,1.2,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,450000.0,23.0,Argentina,23.0,Mediocampista,2,0,1.3775,-1.139,Mediocampista mixto
Agustín Cardozo,ar ARG,MF,Lanús,29-019,1997.0,13,13,1156,12.844444444444445,0.0,0.0779,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08,0.3114,0.0779,25.0,0.31,0.08,0.0,0.0,89.0,80.3,89.0,10,0,,1,1.57,15.0,12.0,3.0,0.23,0.23,0,1.4792,1.1678,0,0.2336,1.09,0.9343,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2500000.0,29.0,Argentina,29.0,Mediocampista,2,0,0.7623,1.5064,Mediocampista mixto
Juan Cardozo,py PAR,MF,C. Córdoba–SdE,22-114,2004.0,9,5,522,5.8,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,36.3,88.0,4,4,21.0,2,1.33,5.0,13.0,-8.0,-1.38,-1.18,0,0.8621,0.5172,0,0.0,0.8621,0.3448,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,200000.0,22.0,Paraguay,22.0,Mediocampista,2,0,0.8875,-0.7559,Mediocampista mixto
Ramiro Carrera,ar ARG,"MF,FW",Lanús,32-237,1993.0,15,12,965,10.722222222222221,0.1865,0.2798,5,2,0,0,7,0,0.19,0.28,0.47,0.19,0.47,2.4249,0.5596,23.1,2.42,0.56,0.08,0.33,64.0,67.0,77.0,3,3,16.0,0,1.44,15.0,9.0,6.0,0.56,1.13,0,1.2124,1.3057,4,1.4922,0.5596,1.0259,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1000000.0,32.0,Argentina,32.0,Mediocampista,0,0,-0.7245,0.6402,Mediocampista defensivo
Alexis Castro,ar ARG,MF,Estudiantes–LP,31-243,1994.0,14,7,605,6.722222222222222,0.4463,0.0,3,3,0,0,2,0,0.45,0.0,0.45,0.45,0.45,1.1901,0.595,50.0,1.19,0.6,0.38,0.75,43.0,42.0,70.0,0,7,17.0,0,1.87,6.0,3.0,3.0,0.45,-0.52,0,2.0826,1.6364,0,0.7438,1.1901,1.9339,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1200000.0,31.0,Argentina,31.0,Mediocampista,1,0,0.9722,0.0245,Mediocampista creador
Lucas Castro,ar ARG,MF,Gimnasia–LP,37-070,1989.0,11,3,295,3.2777777777777777,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.7458,0.0,0.0,2.75,0.0,0.0,0.0,27.0,20.5,64.0,0,8,13.0,3,1.55,3.0,4.0,-1.0,-0.31,-0.38,0,0.6102,1.8305,0,1.2203,0.0,3.0508,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,125000.0,37.0,Argentina,37.0,Mediocampista,3,-1,1.1071,-1.0722,Mediocampista ofensivo
Julián Ceballos,ar ARG,MF,Gimnasia–M,21-278,2004.0,8,5,427,4.7444444444444445,0.0,0.2108,1,0,0,0,1,0,0.0,0.21,0.21,0.0,0.21,1.2646,0.4215,33.3,1.26,0.42,0.0,0.0,53.0,29.7,66.0,1,3,33.0,6,1.5,4.0,3.0,1.0,0.21,1.01,0,2.1077,0.4215,2,3.7939,1.2646,2.1077,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,21.0,Mediocampista,2,0,0.9753,-0.5324,Mediocampista mixto
Ezequiel Cerutti,ar ARG,"MF,FW",CA San Lorenzo,34-152,1992.0,7,6,427,4.7444444444444445,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.4754,0.2108,14.3,1.48,0.21,0.0,0.0,61.0,29.7,67.0,0,1,27.0,0,1.57,3.0,4.0,-1.0,-0.21,-0.3,0,2.3185,3.1616,4,5.0585,0.2108,0.2108,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,150000.0,34.0,Argentina,34.0,Mediocampista,3,0,-1.6671,-1.755,Mediocampista ofensivo
Edwuin Cetré,co COL,MF,Estudiantes–LP,28-168,1998.0,12,5,603,6.7,0.0,0.1493,1,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15,2.0896,0.8955,42.9,2.09,0.9,0.0,0.0,50.0,41.9,78.0,1,7,31.0,1,1.62,6.0,2.0,4.0,0.6,-0.26,0,0.7463,2.8358,6,8.806,0.4478,0.2985,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3500000.0,28.0,Colombia,28.0,Mediocampista,0,-1,-2.8789,-0.1023,Mediocampista defensivo
Ignacio Charparin,ar ARG,"FW,MF",Gimnasia–M,26-332,1999.0,5,3,325,3.611111111111111,0.0,0.5538,2,0,0,0,0,0,0.0,0.55,0.55,0.0,0.55,1.1077,0.2769,25.0,1.11,0.28,0.0,0.0,65.0,22.6,90.0,3,2,28.0,3,2.0,6.0,6.0,0.0,0.0,0.65,0,2.2154,3.8769,1,1.3846,0.0,0.5538,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,26.0,Mediocampista,0,-1,-2.785,-1.424,Mediocampista defensivo
Diego Churín,ar ARG,"FW,MF",Sarmiento–J,36-199,1989.0,14,8,690,7.666666666666667,0.2609,0.0,2,1,1,1,1,1,0.26,0.0,0.26,0.13,0.13,1.8261,0.6522,35.7,1.83,0.65,0.07,0.2,49.0,47.9,70.0,2,6,22.0,0,1.14,6.0,9.0,-3.0,-0.39,0.09,0,1.6957,2.087,3,0.7826,0.1304,0.7826,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,75000.0,36.0,Argentina,36.0,Mediocampista,3,0,-0.5239,-0.7277,Mediocampista ofensivo
Matías Cóccaro,uy URU,"FW,MF",Newell's,28-215,1997.0,10,9,587,6.522222222222222,0.1533,0.0,1,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15,1.3799,0.46,33.3,1.38,0.46,0.11,0.33,59.0,40.8,62.0,2,1,26.0,0,1.1,6.0,9.0,-3.0,-0.46,0.49,0,1.6865,1.9932,4,1.5332,0.6133,0.6133,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2000000.0,28.0,Uruguay,28.0,Mediocampista,3,0,-0.3466,-0.2403,Mediocampista ofensivo
Facundo Colidio,ar ARG,"FW,MF",River Plate,26-165,2000.0,12,10,801,8.9,0.3371,0.1124,4,3,0,0,1,1,0.34,0.11,0.45,0.34,0.45,2.0225,0.8989,44.4,2.02,0.9,0.17,0.38,67.0,55.6,79.0,5,2,8.0,2,1.69,10.0,7.0,3.0,0.34,-0.65,0,0.8989,1.7978,1,0.8989,0.0,0.5618,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,5000000.0,26.0,Argentina,26.0,Mediocampista,1,1,-1.6858,1.3592,Mediocampista creador
Tomás Conechny,ar ARG,"FW,MF",Racing Club,28-080,1998.0,16,6,762,8.466666666666667,0.3543,0.2362,5,3,0,0,2,0,0.35,0.24,0.59,0.35,0.59,1.2992,0.5906,45.5,1.3,0.59,0.27,0.6,48.0,52.9,78.0,2,10,30.0,0,1.33,13.0,7.0,6.0,0.71,1.24,0,1.5354,0.5906,9,2.2441,0.4724,0.7087,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2500000.0,28.0,Argentina,28.0,Mediocampista,1,0,-1.2111,0.7417,Mediocampista creador
Julián Contrera,ar ARG,"MF,FW",Sarmiento–J,23-039,2003.0,15,9,908,10.088888888888889,0.0,0.1982,2,0,0,0,5,0,0.0,0.2,0.2,0.0,0.2,1.0903,0.4956,45.5,1.09,0.5,0.0,0.0,61.0,63.1,78.0,3,6,34.0,0,1.27,8.0,13.0,-5.0,-0.5,-0.16,0,3.2709,1.1894,8,5.9471,0.793,1.1894,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,500000.0,23.0,Argentina,23.0,Mediocampista,0,0,-0.736,0.1377,Mediocampista defensivo
Enzo Copetti,ar ARG,"FW,MF",Rosario Central,30-153,1996.0,14,6,616,6.844444444444444,0.5844,0.0,4,4,0,0,2,0,0.58,0.0,0.58,0.58,0.58,1.8994,0.8766,46.2,1.9,0.88,0.31,0.67,44.0,42.8,74.0,1,8,22.0,0,1.76,9.0,11.0,-2.0,-0.29,-0.95,0,1.0227,1.6071,3,0.4383,0.5844,0.4383,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2500000.0,30.0,Argentina,30.0,Mediocampista,1,-1,-0.7965,0.1286,Mediocampista creador
Nicolás Cordero,ar ARG,"FW,MF",Aldosivi,27-068,1999.0,12,9,820,9.11111111111111,0.1098,0.0,1,1,0,0,0,0,0.11,0.0,0.11,0.11,0.11,2.1951,0.5488,25.0,2.2,0.55,0.05,0.2,68.0,56.9,84.0,5,3,22.0,4,0.42,5.0,13.0,-8.0,-0.88,-0.15,0,1.8659,0.878,6,0.439,0.3293,0.5488,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,27.0,Mediocampista,3,0,0.1759,-0.3148,Mediocampista ofensivo
Jhon Córdoba,co COL,"MF,FW",Instituto,25-338,2000.0,12,12,841,9.344444444444445,0.107,0.0,1,1,0,0,2,0,0.11,0.0,0.11,0.11,0.11,1.6052,0.7491,46.7,1.61,0.75,0.07,0.14,70.0,58.4,70.0,0,0,,0,1.67,11.0,6.0,5.0,0.54,1.29,0,2.0333,1.4982,7,2.8894,0.5351,1.6052,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1200000.0,25.0,Colombia,25.0,Mediocampista,3,0,0.2121,0.2151,Mediocampista ofensivo
Oscar Cortés,co COL,"MF,FW",Huracán,22-197,2003.0,14,13,1010,11.222222222222221,0.0891,0.3564,5,1,0,0,2,0,0.09,0.36,0.45,0.09,0.45,1.604,0.5347,33.3,1.6,0.53,0.06,0.17,72.0,70.1,75.0,1,1,35.0,0,1.5,13.0,10.0,3.0,0.27,0.06,0,0.7129,0.3564,3,4.4554,0.4455,0.802,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2500000.0,22.0,Colombia,22.0,Mediocampista,0,0,-1.5657,1.2855,Mediocampista defensivo
Tiago Cravero,ar ARG,MF,C. Córdoba–SdE,23-258,2002.0,12,6,629,6.988888888888889,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4293,0.0,0.0,0.43,0.0,0.0,0.0,52.0,43.7,80.0,4,6,25.0,4,1.25,5.0,11.0,-6.0,-0.86,-0.41,0,1.1447,1.0016,0,0.1431,3.1479,2.1463,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,250000.0,23.0,Argentina,23.0,Mediocampista,2,-1,4.0206,0.1638,Mediocampista mixto
Franco Cristaldo,ar ARG,MF,Talleres–C,29-307,1996.0,8,8,569,6.322222222222222,0.0,0.3163,2,0,0,0,1,0,0.0,0.32,0.32,0.0,0.32,0.4745,0.0,0.0,0.47,0.0,0.0,0.0,71.0,39.5,71.0,1,0,,0,1.67,8.0,2.0,6.0,0.95,1.16,0,1.2654,1.4236,0,2.8471,0.0,0.6327,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3500000.0,29.0,Argentina,29.0,Mediocampista,0,0,-1.9397,0.4698,Mediocampista defensivo
Alexis Cuello,ar ARG,"FW,MF",CA San Lorenzo,26-120,2000.0,16,16,1367,15.188888888888888,0.2634,0.1975,7,3,1,2,6,1,0.26,0.2,0.46,0.2,0.4,1.7776,0.6584,37.0,1.78,0.66,0.11,0.3,85.0,94.9,85.0,13,0,,0,1.38,14.0,14.0,0.0,0.0,0.0,1,1.5801,2.1726,7,0.9876,0.395,0.7242,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,5000000.0,26.0,Argentina,26.0,Mediocampista,4,-1,-1.4861,2.6356,Mediocampista — alto market_value_eur
Brian Cuello,ar ARG,MF,Unión,28-261,1997.0,12,10,725,8.055555555555555,0.2483,0.0,2,2,0,0,3,0,0.25,0.0,0.25,0.25,0.25,2.2345,0.7448,33.3,2.23,0.74,0.11,0.33,60.0,50.3,67.0,0,2,28.0,2,1.43,15.0,12.0,3.0,0.37,0.25,0,1.4897,1.9862,2,1.8621,0.869,0.869,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,28.0,Mediocampista,3,0,0.0661,-0.5755,Mediocampista ofensivo
Jonathan David Gómez,ar ARG,"MF,FW",Sarmiento–J,36-179,1989.0,12,6,508,5.644444444444445,0.1772,0.1772,2,1,0,0,1,0,0.18,0.18,0.35,0.18,0.35,2.4803,0.7087,28.6,2.48,0.71,0.07,0.25,42.0,35.3,71.0,1,6,14.0,4,1.33,5.0,6.0,-1.0,-0.18,0.4,0,0.7087,2.3031,1,1.063,0.1772,0.8858,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,36.0,Mediocampista,3,0,-0.9601,-0.9975,Mediocampista ofensivo
Milton Delgado,ar ARG,MF,Boca Juniors,21-002,2005.0,15,10,904,10.044444444444444,0.0,0.0996,1,0,0,0,3,0,0.0,0.1,0.1,0.0,0.1,0.2987,0.0996,33.3,0.3,0.1,0.0,0.0,60.0,62.8,83.0,8,5,14.0,1,1.88,12.0,5.0,7.0,0.7,-0.31,0,1.8916,0.9956,0,0.0996,0.896,1.6925,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,10000000.0,20.0,Argentina,21.0,Mediocampista,4,-1,0.2819,3.8661,Mediocampista — alto market_value_eur
Valentín Depietri,ar ARG,"FW,MF",Talleres–C,25-230,2000.0,9,3,340,3.7777777777777777,0.2647,0.0,1,1,0,0,0,0,0.26,0.0,0.26,0.26,0.26,2.9118,1.0588,36.4,2.91,1.06,0.09,0.25,38.0,23.6,64.0,0,6,25.0,0,1.2,3.0,4.0,-1.0,-0.26,-0.67,0,1.5882,1.0588,2,2.1176,0.5294,1.3235,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,500000.0,25.0,Argentina,25.0,Mediocampista,1,0,0.1669,-1.0096,Mediocampista creador
Ángel Di María,ar ARG,MF,Rosario Central,38-124,1988.0,11,8,765,8.5,0.4706,0.3529,7,3,1,1,2,0,0.47,0.35,0.82,0.35,0.71,3.4118,1.6471,48.3,3.41,1.65,0.1,0.21,70.0,53.1,82.0,5,3,36.0,1,2.07,12.0,8.0,4.0,0.47,0.47,0,0.3529,1.6471,4,8.1176,0.8235,0.4706,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1800000.0,38.0,Argentina,38.0,Mediocampista,0,-1,-3.0227,0.1984,Mediocampista defensivo
Alexander Díaz,ar ARG,"FW,MF",Dep. Riestra,26-088,2000.0,10,8,615,6.833333333333333,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.878,0.2927,33.3,0.88,0.29,0.0,0.0,62.0,42.7,68.0,2,2,37.0,0,0.5,2.0,6.0,-4.0,-0.59,-0.26,0,1.6098,3.8049,4,3.5122,0.2927,1.0244,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,800000.0,26.0,Argentina,26.0,Mediocampista,3,0,-1.0126,-0.9779,Mediocampista ofensivo
Javier Dominguez,py PAR,MF,Atlé Tucumán,26-023,2000.0,12,9,686,7.622222222222222,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.1808,0.1312,11.1,1.18,0.13,0.0,0.0,57.0,47.6,69.0,2,3,21.0,3,0.83,6.0,9.0,-3.0,-0.39,-0.15,0,3.0175,1.4431,0,0.3936,1.9679,1.7055,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,450000.0,26.0,Paraguay,26.0,Mediocampista,2,0,2.4123,-0.0169,Mediocampista mixto
Sebastián Driussi,ar ARG,"FW,MF",River Plate,30-129,1996.0,12,12,856,9.511111111111111,0.4206,0.0,4,4,0,0,0,0,0.42,0.0,0.42,0.42,0.42,3.0491,1.1565,37.9,3.05,1.16,0.14,0.36,71.0,59.4,71.0,2,0,,0,2.2,15.0,4.0,11.0,1.16,1.31,0,0.6308,1.5771,3,0.3154,0.3154,0.6308,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,4500000.0,30.0,Argentina,30.0,Mediocampista,1,1,-0.8719,1.3295,Mediocampista creador
Gaspar Duarte,ar ARG,"MF,FW",Rosario Central,23-163,2003.0,11,5,415,4.611111111111111,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.1687,0.4337,20.0,2.17,0.43,0.0,0.0,38.0,28.8,53.0,0,6,25.0,2,1.91,7.0,4.0,3.0,0.65,0.56,0,1.0843,2.8193,0,3.4699,0.4337,0.6506,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,900000.0,23.0,Argentina,23.0,Mediocampista,3,0,-0.8214,-1.2535,Mediocampista ofensivo
Jalil Elías,sy SYR,MF,Tigre,30-054,1996.0,14,14,1214,13.488888888888889,0.0741,0.0,1,1,0,0,0,0,0.07,0.0,0.07,0.07,0.07,0.4448,0.1483,33.3,0.44,0.15,0.17,0.5,87.0,84.3,87.0,11,0,,2,1.36,16.0,12.0,4.0,0.3,0.69,0,0.2965,0.6672,1,0.5931,0.9638,1.112,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1800000.0,30.0,Syria,30.0,Mediocampista,2,0,1.0348,1.3968,Mediocampista mixto
Marcelo Esponda,ar ARG,MF,Newell's,23-155,2003.0,5,2,181,2.011111111111111,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9945,0.4972,50.0,0.99,0.5,0.0,0.0,36.0,12.6,69.0,0,3,15.0,9,1.0,0.0,3.0,-3.0,-1.49,-0.85,0,1.4917,0.9945,0,0.0,0.9945,0.4972,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,225000.0,23.0,Argentina,23.0,Mediocampista,2,0,0.9591,-1.476,Mediocampista mixto
Santiago Esquivel,ar ARG,MF,Banfield,22-167,2004.0,8,6,439,4.877777777777778,0.0,0.0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.82,0.0,0.0,0.0,55.0,30.5,58.0,1,2,45.0,1,1.38,6.0,4.0,2.0,0.41,0.77,1,1.2301,0.82,0,0.0,0.41,1.2301,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,350000.0,22.0,Argentina,22.0,Mediocampista,2,0,0.9002,-0.8046,Mediocampista mixto
Facundo Farías,ar ARG,"MF,FW",Estudiantes–LP,23-294,2002.0,9,4,308,3.422222222222222,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.2143,0.8766,27.3,3.21,0.88,0.0,0.0,34.0,21.4,61.0,0,5,13.0,7,1.5,3.0,2.0,1.0,0.29,-0.58,0,1.461,2.3377,0,0.5844,0.5844,0.5844,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2500000.0,23.0,Argentina,23.0,Mediocampista,3,0,-0.136,-0.6859,Mediocampista ofensivo
Federico Fattori,ar ARG,MF,Arg Juniors,33-331,1992.0,16,16,1363,15.144444444444444,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3962,0.1321,33.3,0.4,0.13,0.0,0.0,85.0,94.7,85.0,13,0,,0,1.89,17.0,13.0,4.0,0.26,0.26,0,0.8584,1.0565,0,0.5943,1.4527,0.8584,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,600000.0,33.0,Argentina,33.0,Mediocampista,2,0,1.4589,1.2256,Mediocampista mixto
Adrián Fernández,ar ARG,"MF,FW",Racing Club,25-029,2001.0,12,8,620,6.888888888888889,0.1452,0.1452,2,1,0,0,1,1,0.15,0.15,0.29,0.15,0.29,1.7419,0.5806,33.3,1.74,0.58,0.08,0.25,52.0,43.1,66.0,0,4,24.0,2,1.64,6.0,5.0,1.0,0.15,0.04,0,2.0323,0.871,0,1.4516,0.5806,1.8871,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,700000.0,25.0,Argentina,25.0,Mediocampista,2,0,0.4689,-0.0503,Mediocampista mixto
Esteban Fernández,ar ARG,"MF,FW",Gimnasia–M,24-163,2002.0,9,6,386,4.288888888888889,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2332,0.0,0.0,0.23,0.0,0.0,0.0,43.0,26.8,57.0,0,3,15.0,6,1.22,4.0,6.0,-2.0,-0.47,0.05,0,1.1658,2.5648,1,1.6321,0.9326,1.399,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,24.0,Mediocampista,3,0,0.6777,-1.2715,Mediocampista ofensivo
Ignacio Fernández,ar ARG,"MF,FW",Gimnasia–LP,36-157,1990.0,14,14,1101,12.233333333333333,0.1635,0.1635,4,2,0,0,7,0,0.16,0.16,0.33,0.16,0.33,1.6349,0.654,40.0,1.63,0.65,0.1,0.25,79.0,76.5,79.0,5,0,,0,1.44,14.0,15.0,-1.0,-0.08,-0.35,0,1.5531,3.2698,0,1.8801,0.4087,1.1444,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,36.0,Mediocampista,3,-1,-0.9667,0.1189,Mediocampista ofensivo
Julián Fernández,ar ARG,"MF,FW",Rosario Central,22-166,2004.0,10,8,700,7.777777777777778,0.1286,0.2571,3,1,0,0,1,0,0.13,0.26,0.39,0.13,0.39,1.5429,0.2571,16.7,1.54,0.26,0.08,0.5,70.0,48.6,77.0,2,2,41.0,1,1.82,10.0,6.0,4.0,0.51,0.51,0,0.6429,1.5429,2,2.7,0.2571,1.1571,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3800000.0,22.0,Argentina,22.0,Mediocampista,0,0,-1.3993,0.9559,Mediocampista defensivo
Matías Fernández,ar ARG,"MF,FW",Ind. Rivadavia,24-360,2001.0,14,13,976,10.844444444444445,0.1844,0.1844,4,2,0,0,6,0,0.18,0.18,0.37,0.18,0.37,2.582,1.1066,42.9,2.58,1.11,0.07,0.17,70.0,67.8,74.0,1,1,20.0,0,2.13,22.0,13.0,9.0,0.83,-0.14,0,1.3832,1.0143,10,2.4898,0.5533,0.3689,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3000000.0,24.0,Argentina,24.0,Mediocampista,0,0,-1.1738,1.1531,Mediocampista defensivo
Rodrigo Fernández,uy URU,MF,Independiente,30-166,1996.0,12,4,479,5.322222222222222,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.9395,0.1879,20.0,0.94,0.19,0.0,0.0,40.0,33.3,82.0,3,8,19.0,4,1.5,7.0,8.0,-1.0,-0.19,-0.66,0,2.4426,0.5637,0,0.1879,1.3152,2.0668,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,30.0,Mediocampista,2,0,2.3622,-0.4847,Mediocampista mixto
Tomás Fernández,ar ARG,MF,Aldosivi,27-314,1998.0,9,3,424,4.711111111111111,0.2123,0.0,1,1,0,0,3,0,0.21,0.0,0.21,0.21,0.21,1.6981,0.4245,25.0,1.7,0.42,0.13,0.5,47.0,29.4,75.0,0,6,33.0,5,0.56,2.0,7.0,-5.0,-1.06,-0.35,0,2.9717,0.6368,0,4.8821,0.6368,2.3349,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,25000.0,22.0,Argentina,27.0,Mediocampista,3,-1,0.5701,-0.8295,Mediocampista ofensivo
